query001.png,Chimney
query002.png,Bicycle
query003.png,Motorcycle
query004.png,Crosswalk
query005.png,Motorcycle
query006.png,Crosswalk
query007.png,Bicycle
query008.png,Bridge
query009.png,Palm
query010.png,Bus
query011.png,Crosswalk
query012.png,Chimney
query013.png,Motorcycle
query014.png,Bus
query015.png,Motorcycle
query016.png,Bus
query017.png,Bridge
query018.png,Palm
query019.png,Palm
query020.png,Traffic Light
query021.png,Bridge
query022.png,Bus
query023.png,Bridge
query024.png,Crosswalk
query025.png,Crosswalk
query026.png,Bus
query027.png,Chimney
query028.png,Hydrant
query029.png,Palm
query030.png,Palm
query031.png,Bicycle
query032.png,Crosswalk
query033.png,Motorcycle
query034.png,Motorcycle
query035.png,Bicycle
query036.png,Crosswalk
query037.png,Hydrant
query038.png,Motorcycle
query039.png,Bus
query040.png,Bus
query041.png,Motorcycle
query042.png,Bridge
query043.png,Chimney
query044.png,Bus
query045.png,Bus
query046.png,Palm
query047.png,Palm
query048.png,Crosswalk
query049.png,Palm
query050.png,Traffic Light
query051.png,Palm
query052.png,Car
query053.png,Chimney
query054.png,Palm
query055.png,Chimney
query056.png,Hydrant
query057.png,Bus
query058.png,Crosswalk
query059.png,Traffic Light
query060.png,Bus
query061.png,Hydrant
query062.png,Traffic Light
query063.png,Traffic Light
query064.png,Crosswalk
query065.png,Bus
query066.png,Crosswalk
query067.png,Bus
query068.png,Bicycle
query069.png,Car
query070.png,Palm
query071.png,Bus
query072.png,Car
query073.png,Hydrant
query074.png,Palm
query075.png,Motorcycle
query076.png,Bicycle
query077.png,Motorcycle
query078.png,Palm
query079.png,Car
query080.png,Crosswalk
query081.png,Car
query082.png,Bus
query083.png,Bridge
query084.png,Crosswalk
query085.png,Palm
query086.png,Palm
query087.png,Motorcycle
query088.png,Crosswalk
query089.png,Bicycle
query090.png,Car
query091.png,Chimney
query092.png,Chimney
query093.png,Palm
query094.png,Palm
query095.png,Traffic Light
query096.png,Traffic Light
query097.png,Traffic Light
query098.png,Chimney
query099.png,Traffic Light
query100.png,Bridge
